Nombre,Tamaño,Fecha
/Users/josecarlos/Documents/Github/CursoBD/.DS_Store,6148,Sat Apr 18 09:43:58 2020
/Users/josecarlos/Documents/Github/CursoBD/Config.code-workspace,62,Sat Apr 18 10:11:31 2020
/Users/josecarlos/Documents/Github/CursoBD/README.md,9,Sun Apr 12 14:19:14 2020
/Users/josecarlos/Documents/Github/CursoBD/.git,0,Sat May  9 11:11:08 2020
/Users/josecarlos/Documents/Github/CursoBD/.Rhistory,0,Sun Apr 12 14:19:08 2020
/Users/josecarlos/Documents/Github/CursoBD/.vscode,0,Sat Apr 25 13:52:53 2020
/Users/josecarlos/Documents/Github/CursoBD/Modulo01.Intrduccion-a-Bases-de-Datos,0,Sun Apr 12 14:19:13 2020
/Users/josecarlos/Documents/Github/CursoBD/Modulo02.Programacion-con-R,0,Sun Apr 12 14:19:14 2020
/Users/josecarlos/Documents/Github/CursoBD/Modulo03.Programacion-con-Python-para-Data-Analysis,0,Sat Apr 18 09:45:22 2020
